blog,handle,title,published,modified,url,status,error
updates,nex-playground-earns-kidsafe-coppa-certification,Nex Playground Earns kidSAFE+ COPPA Certification,2024-06-02T23:59:44Z,2024-06-03T03:33:02Z,https://shop.nexplayground.com/blogs/updates/nex-playground-earns-kidsafe-coppa-certification,OK,
updates,summer-games-line-up,Nex Playground Summer Games Line Up!,2024-05-22T20:00:00Z,2024-08-14T23:49:25Z,https://shop.nexplayground.com/blogs/updates/summer-games-line-up,OK,
updates,whats-new-in-playos-v1-4,What&#39;s New in PlayOS v1.4,2024-05-02T08:08:14Z,2024-05-02T08:24:49Z,https://shop.nexplayground.com/blogs/updates/whats-new-in-playos-v1-4,OK,
updates,nexgym-spring-update,NexGym Spring Update 🏋️‍♀️💨,2024-04-09T20:22:06Z,2024-04-09T20:22:06Z,https://shop.nexplayground.com/blogs/updates/nexgym-spring-update,OK,
updates,march-2024-nex-playground-game-updates,2024 March Nex Playground Game Updates ✨,2024-03-16T04:05:41Z,2024-03-16T04:05:58Z,https://shop.nexplayground.com/blogs/updates/march-2024-nex-playground-game-updates,OK,
updates,play-pass-keeps-getting-better-this-spring,Play Pass keeps getting better,2024-03-08T16:09:27Z,2024-03-11T11:30:58Z,https://shop.nexplayground.com/blogs/updates/play-pass-keeps-getting-better-this-spring,OK,
updates,become-the-racketville-tennis-champion-%F0%9F%8E%BE,Become the Racketville Tennis Champion! 🎾,2024-02-15T19:35:33Z,2024-02-15T19:35:33Z,https://shop.nexplayground.com/blogs/updates/become-the-racketville-tennis-champion-%F0%9F%8E%BE,OK,
updates,nex-playground-to-the-rescue-during-covid,"Navigating Work, Parenting, and COVID with Nex Playground",2024-02-08T07:00:03Z,2024-02-08T07:00:03Z,https://shop.nexplayground.com/blogs/updates/nex-playground-to-the-rescue-during-covid,OK,
updates,nex-is-partnering-with-sesame-workshop-to-build-active-educational-games,Nex is partnering with Sesame Workshop to build active educational games!,2024-02-06T07:02:14Z,2024-02-07T19:55:29Z,https://shop.nexplayground.com/blogs/updates/nex-is-partnering-with-sesame-workshop-to-build-active-educational-games,OK,
press,trendy-gadget,Trendy Gadget,2024-01-04T18:15:15Z,2024-01-04T18:15:40Z,https://shop.nexplayground.com/blogs/press/trendy-gadget,OK,
press,fast-company,Fast Company,2024-01-04T18:14:22Z,2024-01-04T18:14:37Z,https://shop.nexplayground.com/blogs/press/fast-company,OK,
press,lowpass,Lowpass,2024-01-04T18:13:04Z,2024-01-04T18:13:39Z,https://shop.nexplayground.com/blogs/press/lowpass,OK,
press,time-best-inventions,Time Best Inventions,2024-01-04T18:12:25Z,2024-01-04T18:12:25Z,https://shop.nexplayground.com/blogs/press/time-best-inventions,OK,
updates,tumbobots-is-out-now,Tumbobots is out now!,2023-12-21T07:34:14Z,2023-12-21T07:34:14Z,https://shop.nexplayground.com/blogs/updates/tumbobots-is-out-now,OK,
updates,%E2%AD%90%EF%B8%8F%E2%AD%90%EF%B8%8Fstarzzle%E2%AD%90%EF%B8%8F%E2%AD%90%EF%B8%8F,⭐️⭐️Starzzle⭐️⭐️,2023-12-20T21:09:14Z,2023-12-20T21:09:14Z,https://shop.nexplayground.com/blogs/updates/%E2%AD%90%EF%B8%8F%E2%AD%90%EF%B8%8Fstarzzle%E2%AD%90%EF%B8%8F%E2%AD%90%EF%B8%8F,OK,
updates,announcing-dragon-jumpers,Announcing Dragon Jumpers!,2023-12-20T20:00:42Z,2023-12-20T20:00:42Z,https://shop.nexplayground.com/blogs/updates/announcing-dragon-jumpers,OK,
updates,eric-s-rx-story-vaccine-clinic-uses-nex-playground-to-transform-families-vaccination-experience,Eric’s RX Story: Vaccine Clinic uses Nex Playground to transform families’ vaccination experience,2023-12-13T16:06:55Z,2023-12-13T16:06:55Z,https://shop.nexplayground.com/blogs/updates/eric-s-rx-story-vaccine-clinic-uses-nex-playground-to-transform-families-vaccination-experience,OK,
updates,%E2%80%BC%EF%B8%8Fpre-orders-billing-soon%E2%80%BC%EF%B8%8F-%F0%9F%92%B3,Play Pass for Preorder Customers,2023-12-08T14:41:14Z,2023-12-14T04:15:28Z,https://shop.nexplayground.com/blogs/updates/%E2%80%BC%EF%B8%8Fpre-orders-billing-soon%E2%80%BC%EF%B8%8F-%F0%9F%92%B3,OK,
updates,get-ready-for-play-pass,Get ready for Play Pass!,2023-12-08T14:37:35Z,2023-12-14T04:18:28Z,https://shop.nexplayground.com/blogs/updates/get-ready-for-play-pass,OK,
updates,diane-s-story-nex-playground-assists-kids-with-adhd-anxiety-and-sensory-processing-disorder,"Diane’s Story: Nex Playground assists kids with ADHD, anxiety and sensory processing disorder",2023-12-06T18:41:39Z,2023-12-06T18:41:39Z,https://shop.nexplayground.com/blogs/updates/diane-s-story-nex-playground-assists-kids-with-adhd-anxiety-and-sensory-processing-disorder,OK,
updates,juglr,Juglr!,2023-11-29T09:00:00Z,2023-11-29T09:00:00Z,https://shop.nexplayground.com/blogs/updates/juglr,OK,
updates,quick-tips-for-easy-setup,Quick Tips for Easy Setup,2023-11-27T00:57:30Z,2025-03-19T08:30:57Z,https://shop.nexplayground.com/blogs/updates/quick-tips-for-easy-setup,OK,
updates,high-five-worthy-news-nex-playground-wins-best-new-entertainment-system-for-teens-and-tweens-of-2023-by-parents,Nex Playground Named Best Toys 2023 by Parents!,2023-11-22T09:30:00Z,2023-11-29T00:00:12Z,https://shop.nexplayground.com/blogs/updates/high-five-worthy-news-nex-playground-wins-best-new-entertainment-system-for-teens-and-tweens-of-2023-by-parents,OK,
updates,%F0%9F%93%A2-nex-playground-mass-production-status-update-%F0%9F%93%A2,📢 Nex Playground Mass Production Status Update 📢,2023-11-20T20:30:00Z,2023-11-22T20:22:14Z,https://shop.nexplayground.com/blogs/updates/%F0%9F%93%A2-nex-playground-mass-production-status-update-%F0%9F%93%A2,OK,
updates,introducing-whack-a-mole-deluxe,Introducing Whack-a-Mole Deluxe!,2023-11-04T12:30:00Z,2023-11-07T19:41:20Z,https://shop.nexplayground.com/blogs/updates/introducing-whack-a-mole-deluxe,OK,
updates,dvt-2-units-arriving-our-office,DVT-2 units arriving our office!,2023-11-02T04:30:00Z,2023-11-07T19:42:01Z,https://shop.nexplayground.com/blogs/updates/dvt-2-units-arriving-our-office,OK,
updates,%E2%9D%A4%EF%B8%8F-nex-playground-in-action-at-a-pharmacy-in-pennsylvania,❤️ Nex Playground in action at a pharmacy in Pennsylvania,2023-10-30T22:00:00Z,2023-11-06T22:52:24Z,https://shop.nexplayground.com/blogs/updates/%E2%9D%A4%EF%B8%8F-nex-playground-in-action-at-a-pharmacy-in-pennsylvania,OK,
updates,our-awesome-achievement-time-best-inventions-2023-special-mention,Nex Playground appeared on TIME Best Inventions 2023!,2023-10-25T06:00:00Z,2023-11-29T00:00:33Z,https://shop.nexplayground.com/blogs/updates/our-awesome-achievement-time-best-inventions-2023-special-mention,OK,
updates,nex-playground-takes-the-spotlight-at-pepcom-s-holiday-spectacular-in-new-york,Nex Playground Takes the Spotlight at Pepcom’s Holiday Spectacular in New York!,2023-10-20T21:00:00Z,2023-11-06T22:54:42Z,https://shop.nexplayground.com/blogs/updates/nex-playground-takes-the-spotlight-at-pepcom-s-holiday-spectacular-in-new-york,OK,
updates,another-round-of-playground-beta-testing-units-ready-to-go,Another round of Playground Beta Testing Units ready to go!,2023-10-20T04:00:01Z,2023-11-06T22:55:20Z,https://shop.nexplayground.com/blogs/updates/another-round-of-playground-beta-testing-units-ready-to-go,OK,
updates,jump-into-the-vibrant-world-of-pips-tale,Jump into the vibrant world of Pip&#39;s Tale,2023-10-18T22:59:19Z,2024-04-04T21:27:51Z,https://shop.nexplayground.com/blogs/updates/jump-into-the-vibrant-world-of-pips-tale,OK,
updates,behind-the-scene-exclusive-footages-from-our-factory-visit,Behind the Scene: Exclusive footage from our factory visit!,2023-10-18T00:54:07Z,2023-10-21T00:54:39Z,https://shop.nexplayground.com/blogs/updates/behind-the-scene-exclusive-footages-from-our-factory-visit,OK,
updates,galax-a-nex-smartgames-partnership,GALAX: A Nex-SmartGames Partnership,2023-10-12T00:00:00Z,2023-10-16T23:57:57Z,https://shop.nexplayground.com/blogs/updates/galax-a-nex-smartgames-partnership,OK,
updates,meet-jerry-the-developer-behind-starri,Meet Jerry: The developer behind Starri,2023-10-11T18:30:00Z,2023-11-06T22:56:33Z,https://shop.nexplayground.com/blogs/updates/meet-jerry-the-developer-behind-starri,OK,
updates,1-minute-demos-of-nex-playground-content-catalog,1-minute demos of Nex Playground content catalog,2023-10-07T23:30:00Z,2023-11-06T22:59:21Z,https://shop.nexplayground.com/blogs/updates/1-minute-demos-of-nex-playground-content-catalog,OK,
updates,beta1-units-shipped,Beta 1 Units Shipped!,2023-10-07T07:30:00Z,2023-11-06T22:56:11Z,https://shop.nexplayground.com/blogs/updates/beta1-units-shipped,OK,
updates,meet-luminous,Meet Luminous,2023-10-06T10:30:00Z,2023-10-16T07:27:31Z,https://shop.nexplayground.com/blogs/updates/meet-luminous,OK,
updates,announcing-miniacs-steering-madness,Announcing Miniacs: Steering Madness!,2023-09-30T22:30:00Z,2023-10-10T02:37:27Z,https://shop.nexplayground.com/blogs/updates/announcing-miniacs-steering-madness,OK,
updates,design-validation-test-1-dvt1-passed,Design Validation Test #1 (DVT1) Passed!,2023-09-25T21:00:00Z,2023-10-03T11:59:12Z,https://shop.nexplayground.com/blogs/updates/design-validation-test-1-dvt1-passed,OK,
updates,air-racer-is-coming-to-nex-playground,Air Racer is coming to Nex Playground!,2023-09-24T06:30:00Z,2023-10-10T02:42:27Z,https://shop.nexplayground.com/blogs/updates/air-racer-is-coming-to-nex-playground,OK,
updates,will-nex-playground-arrive-on-time-for-christmas,Will Nex Playground arrive on time for Christmas?,2023-09-21T23:00:00Z,2023-10-12T00:55:09Z,https://shop.nexplayground.com/blogs/updates/will-nex-playground-arrive-on-time-for-christmas,OK,
updates,party-fowl-nex-playground,Party Fowl on Nex Playground!,2023-09-21T00:30:00Z,2024-03-12T20:27:54Z,https://shop.nexplayground.com/blogs/updates/party-fowl-nex-playground,OK,
updates,announcing-basketball-knockout,Announcing Basketball Knockout!,2023-09-18T04:30:00Z,2023-10-10T02:50:11Z,https://shop.nexplayground.com/blogs/updates/announcing-basketball-knockout,OK,
updates,active-arcade-is-coming-to-nex-playground,Active Arcade is coming to Nex Playground!,2023-09-13T11:00:00Z,2023-10-10T02:54:20Z,https://shop.nexplayground.com/blogs/updates/active-arcade-is-coming-to-nex-playground,OK,
updates,design-validation-test-dvt-1-in-progress,Design Validation Test (DVT-1) in Progress!,2023-09-11T23:00:00Z,2023-10-03T11:57:48Z,https://shop.nexplayground.com/blogs/updates/design-validation-test-dvt-1-in-progress,OK,
updates,announcing-2048-arms,Announcing 2048 Arms!,2023-09-10T19:00:00Z,2023-10-17T02:02:57Z,https://shop.nexplayground.com/blogs/updates/announcing-2048-arms,OK,
updates,alpha-testers-updated,Alpha Testers Updated,2023-08-31T14:30:00Z,2023-11-06T23:00:51Z,https://shop.nexplayground.com/blogs/updates/alpha-testers-updated,OK,
updates,meet-tumbobots,Meet Tumbobots!,2023-08-26T07:30:00Z,2023-10-10T03:21:05Z,https://shop.nexplayground.com/blogs/updates/meet-tumbobots,OK,
